net,length_um
_2117_,24.6
_1617_,24.48
_0742_,24.46
_1856_,24.4
_1637_,24.38
_0641_,24.37
_0477_,24.26
_1684_,24.2
_1132_,24.19
_0570_,24.18
_0736_,24.14
_1574_,24.14
_0678_,24.04
_1847_,23.96
_0289_,23.88
_0751_,23.8
_1897_,23.72
in_data[986],23.66
_1451_,23.64
_1823_,23.64
_0652_,23.58
net1043,23.58
_2156_,23.5
_1896_,23.42
net1080,23.4
_0935_,23.38
_0744_,23.3
_0332_,23.24
_2112_,23.24
_0273_,22.98
_1962_,22.955
_2131_,22.88
_0669_,22.86
_1178_,22.86
_0189_,22.84
_1582_,22.84
_0831_,22.74
in_data[249],22.74
_0287_,22.72
_0660_,22.72
_1269_,22.72
_2123_,22.68
_0740_,22.54
_1985_,22.54
_0867_,22.52
_1464_,22.5
_1765_,22.5
_1668_,22.48
_1998_,22.46
_0265_,22.4
_1496_,22.28
_0511_,22.14
net1062,22.1
in_data[737],22.07
_2175_,22.02
_0889_,21.94
_0518_,21.92
_0929_,21.86
_1621_,21.82
_2028_,21.78
_0244_,21.54
_1868_,21.48
_0306_,21.46
_1183_,21.4
_1134_,21.38
_0338_,21.28
_1501_,21.24
_2161_,21.24
_0883_,21.2
_1939_,21.2
_1555_,21.18
_0560_,21.16
_1720_,21.16
_0173_,20.76
net1050,20.76
_0342_,20.74
_1665_,20.7
_1073_,20.68
_1884_,20.68
_2207_,20.62
_1870_,20.56
_0202_,20.48
_1226_,20.48
_0504_,20.46
_0069_,20.42
_0290_,20.38
_0680_,20.34
_0737_,20.34
_0857_,20.32
_1276_,20.28
in_data[100],20.26
_0542_,20.22
_0735_,20.18
net1074,20.18
_1937_,20.16
_1840_,20.14
_0622_,20.1
_1865_,20.04
_1325_,20
_1636_,19.915
_0213_,19.88
in_data[121],19.86
_1761_,19.84
_2110_,19.82
_1938_,19.8
_0089_,19.74
_1845_,19.74
in_data[740],19.68
_0879_,19.64
_1775_,19.64
_2183_,19.6
_2095_,19.58
_1559_,19.525
_0953_,19.52
_2136_,19.52
in_data[576],19.52
_1557_,19.515
_0694_,19.48
_1373_,19.46
_1798_,19.435
_2104_,19.42
_1086_,19.41
_1735_,19.4
_2027_,19.4
_0699_,19.38
_1734_,19.3
_2045_,19.24
_2124_,19.2
_2108_,19.18
_1851_,19.08
_0506_,19.06
_1871_,19.06
in_data[922],19.06
_1916_,18.98
_1232_,18.96
_1787_,18.96
_0302_,18.94
_0621_,18.94
_1690_,18.86
_1130_,18.82
_1250_,18.82
_1517_,18.82
_1266_,18.78
_1738_,18.7
_1892_,18.66
_1067_,18.62
_0658_,18.48
_1322_,18.48
_1960_,18.44
_1672_,18.4
_1914_,18.4
_1355_,18.28
_0898_,18.26
_1834_,18.24
_2138_,18.24
_1075_,18.22
_0340_,18.2
_1633_,18.2
_1018_,18.14
_0743_,18.1
_1671_,18.1
net1078,18.08
_0193_,18.02
_0825_,18.01
in_data[1000],18.01
net1079,18
_0221_,17.98
_1900_,17.96
_1412_,17.94
_1733_,17.94
_1766_,17.94
_1826_,17.94
_1047_,17.92
_0238_,17.88
_1631_,17.84
in_data[56],17.84
_2000_,17.82
_0940_,17.78
_1853_,17.74
_0068_,17.68
_1150_,17.68
_1283_,17.68
_0624_,17.64
in_data[828],17.64
_0633_,17.58
_1713_,17.56
_2002_,17.56
_1629_,17.52
_1203_,17.48
_2013_,17.48
_1866_,17.46
_1751_,17.44
_1591_,17.42
_1782_,17.42
_1762_,17.4
_2116_,17.4
_1380_,17.36
_1855_,17.32
_0233_,17.3
_1726_,17.3
in_data[712],17.3
in_data[721],17.3
in_data[97],17.3
net1048,17.3
_0665_,17.28
net1065,17.27
_1793_,17.24
in_data[203],17.22
in_data[258],17.22
in_data[895],17.22
_1247_,17.2
_0877_,17.14
_1593_,17.14
_1033_,17.12
_1093_,17.12
_1991_,17.1
_1569_,17.02
_1309_,16.98
_2001_,16.94
_1646_,16.92
in_data[193],16.92
in_data[75],16.92
in_data[874],16.92
_1956_,16.9
_1992_,16.84
_1886_,16.82
_0255_,16.8
_0739_,16.8
_0105_,16.78
_0131_,16.78
_1523_,16.78
_1958_,16.76
in_data[460],16.76
in_data[670],16.76
_1454_,16.72
_1943_,16.7
_1477_,16.68
_0156_,16.66
_1796_,16.62
_1139_,16.6
_2006_,16.58
in_data[396],16.58
in_data[947],16.58
in_data[859],16.57
_0571_,16.56
_1627_,16.56
net1036,16.56
_1541_,16.54
_1352_,16.52
in_data[142],16.46
_0364_,16.44
_1149_,16.44
_2090_,16.42
net1070,16.42
_1338_,16.38
_2141_,16.38
in_data[448],16.38
_1752_,16.3
_0664_,16.26
_1936_,16.26
_2118_,16.18
net1047,16.17
_1432_,16.16
_0672_,16.12
in_data[211],16.12
in_data[768],16.12
_0524_,16.08
_1881_,16.08
_1854_,16.02
in_data[254],16
_0590_,15.98
_1663_,15.98
_2005_,15.98
_1786_,15.92
in_data[113],15.92
in_data[325],15.92
in_data[790],15.92
in_data[929],15.92
_1829_,15.88
_0771_,15.86
_2072_,15.86
_1213_,15.84
_1489_,15.84
_2122_,15.82
_1764_,15.72
_0852_,15.7
_1347_,15.56
_1993_,15.56
in_data[151],15.54
_0254_,15.52
_0931_,15.52
_1437_,15.52
_1924_,15.5
_0241_,15.48
_0345_,15.46
_0682_,15.44
_1981_,15.44
_1675_,15.42
_1941_,15.42
_0182_,15.4
_1994_,15.38
_0520_,15.37
_0471_,15.32
_1657_,15.28
_1740_,15.28
_0486_,15.16
net1052,15.16
_0905_,15.14
_2074_,15.12
_0195_,15.08
_0530_,15.08
in_data[441],15.05
in_data[854],15.05
net1054,15.05
_1768_,15.02
_2162_,15.02
in_data[229],15
_2019_,14.94
_2125_,14.94
_0872_,14.92
_1867_,14.92
_1812_,14.9
_1192_,14.88
_0327_,14.82
_0592_,14.82
in_data[46],14.82
_1824_,14.81
_0829_,14.8
_1414_,14.78
_1549_,14.78
net1051,14.775
in_data[499],14.71
_0916_,14.7
_1313_,14.7
_1967_,14.7
net1072,14.7
in_data[979],14.68
_1547_,14.64
in_data[1006],14.62
in_data[104],14.62
in_data[139],14.62
in_data[400],14.62
in_data[515],14.62
in_data[532],14.62
in_data[536],14.62
in_data[547],14.62
in_data[639],14.62
in_data[650],14.62
in_data[655],14.62
in_data[666],14.62
in_data[706],14.62
in_data[900],14.62
in_data[937],14.62
in_data[956],14.62
_1291_,14.58
_0723_,14.56
_1063_,14.56
_1700_,14.56
in_data[196],14.54
in_data[207],14.54
in_data[23],14.54
in_data[451],14.54
in_data[636],14.54
in_data[781],14.54
in_data[860],14.54
in_data[880],14.54
in_data[939],14.54
in_data[982],14.54
in_data[993],14.54
_1677_,14.5
_0510_,14.48
_1800_,14.48
_1576_,14.45
_1927_,14.44
_1666_,14.42
out_code[3],14.4
_1052_,14.36
_1678_,14.36
_2187_,14.36
_0603_,14.34
_1788_,14.34
_0859_,14.32
_0458_,14.3
_0121_,14.24
in_data[63],14.24
_1563_,14.22
_1772_,14.22
in_data[186],14.21
in_data[148],14.16
in_data[157],14.16
in_data[165],14.16
in_data[169],14.16
in_data[195],14.16
in_data[202],14.16
in_data[257],14.16
in_data[30],14.16
in_data[320],14.16
in_data[377],14.16
in_data[386],14.16
in_data[420],14.16
in_data[427],14.16
in_data[438],14.16
in_data[47],14.16
in_data[508],14.16
in_data[562],14.16
in_data[580],14.16
in_data[588],14.16
in_data[614],14.16
in_data[618],14.16
in_data[694],14.16
in_data[710],14.16
in_data[715],14.16
in_data[74],14.16
in_data[753],14.16
in_data[760],14.16
in_data[802],14.16
in_data[822],14.16
in_data[856],14.16
in_data[88],14.16
in_data[892],14.16
_1710_,14.155
_2041_,14.14
_0169_,14.12
_0833_,14.1
_1468_,14.1
_2197_,14.1
_1317_,14.08
in_data[110],14.08
in_data[11],14.08
in_data[153],14.08
in_data[182],14.08
in_data[194],14.08
in_data[210],14.08
in_data[225],14.08
in_data[253],14.08
in_data[264],14.08
in_data[290],14.08
in_data[304],14.08
in_data[306],14.08
in_data[319],14.08
in_data[359],14.08
in_data[365],14.08
in_data[374],14.08
in_data[401],14.08
in_data[468],14.08
in_data[488],14.08
in_data[504],14.08
in_data[506],14.08
in_data[51],14.08
in_data[522],14.08
in_data[542],14.08
in_data[579],14.08
in_data[601],14.08
in_data[602],14.08
in_data[611],14.08
in_data[625],14.08
in_data[627],14.08
in_data[656],14.08
in_data[709],14.08
in_data[730],14.08
in_data[783],14.08
in_data[808],14.08
in_data[836],14.08
in_data[853],14.08
in_data[868],14.08
in_data[882],14.08
in_data[941],14.08
in_data[948],14.08
in_data[975],14.08
_2040_,14.06
_1954_,14.04
in_data[424],14.03
in_data[473],14.03
_0722_,14.02
_1194_,14.02
_1237_,14
_0527_,13.94
_1836_,13.94
_1679_,13.9
_2084_,13.88
_0943_,13.84
_1831_,13.84
_1852_,13.84
_1922_,13.84
_1783_,13.82
in_data[332],13.82
in_data[342],13.82
in_data[358],13.82
in_data[378],13.82
in_data[436],13.82
in_data[45],13.82
in_data[479],13.82
in_data[555],13.82
in_data[584],13.82
in_data[667],13.82
in_data[898],13.82
_1790_,13.8
net1064,13.8
_0177_,13.78
_1344_,13.78
_0369_,13.76
_1505_,13.76
_1921_,13.76
_1337_,13.74
_1410_,13.72
_0711_,13.715
_1295_,13.7
in_data[313],13.7
in_data[335],13.7
in_data[372],13.7
in_data[689],13.7
in_data[851],13.7
in_data[872],13.7
in_data[368],13.69
in_data[494],13.69
in_data[807],13.69
_1730_,13.68
_0210_,13.66
_1289_,13.66
_2146_,13.66
_2048_,13.62
in_data[166],13.62
in_data[348],13.62
in_data[375],13.62
in_data[567],13.62
in_data[597],13.62
in_data[659],13.62
in_data[678],13.62
in_data[680],13.62
in_data[73],13.62
in_data[787],13.62
in_data[809],13.62
in_data[879],13.62
net1066,13.58
_0074_,13.56
_0159_,13.56
_0562_,13.56
_1019_,13.54
_1819_,13.52
_2035_,13.52
_0549_,13.5
_1564_,13.5
_1784_,13.5
_2147_,13.48
_1708_,13.46
_2065_,13.44
_2070_,13.44
_1651_,13.42
_1032_,13.4
_0085_,13.38
_1125_,13.38
in_data[701],13.36
in_data[923],13.35
_0496_,13.34
_1293_,13.34
_1804_,13.32
in_data[291],13.32
_0901_,13.3
_2046_,13.3
_0490_,13.2
_1111_,13.2
_1997_,13.2
_0493_,13.18
_1490_,13.18
_1879_,13.18
_2022_,13.18
in_data[233],13.16
in_data[431],13.16
in_data[502],13.16
in_data[649],13.16
in_data[663],13.16
in_data[755],13.16
in_data[78],13.16
in_data[844],13.16
_0462_,13.1
_0584_,13.1
_1492_,13.1
_1524_,13.1
_0129_,13.08
_1113_,13.08
_1882_,13.08
_1369_,13.06
_1398_,13.06
_2064_,13.06
_0947_,13.04
in_data[366],13.04
in_data[309],13.01
in_data[41],13.01
in_data[500],13.01
in_data[692],13.01
_0899_,12.98
_0593_,12.96
_0861_,12.96
_1418_,12.96
_1971_,12.92
_0319_,12.9
_1590_,12.88
_2076_,12.88
_2140_,12.88
_0914_,12.87
_1217_,12.86
_1485_,12.86
_1527_,12.86
in_data[1015],12.86
_1662_,12.84
_1835_,12.84
_2091_,12.84
in_data[480],12.84
_1070_,12.82
_1909_,12.82
_1894_,12.74
_1959_,12.72
_2083_,12.7
in_data[0],12.7
in_data[275],12.7
in_data[364],12.7
in_data[551],12.7
in_data[640],12.7
in_data[748],12.7
in_data[861],12.7
_0277_,12.68
in_data[271],12.67
in_data[804],12.67
_1272_,12.64
_2190_,12.64
_1566_,12.62
_1811_,12.62
_2014_,12.62
out_code[0],12.62
_1282_,12.6
_1725_,12.595
_0663_,12.59
_0279_,12.58
_1694_,12.58
net1059,12.58
_0871_,12.52
_1256_,12.52
in_data[626],12.52
_0514_,12.5
_1584_,12.5
_2020_,12.5
_1077_,12.48
_1707_,12.42
_1057_,12.4
_1254_,12.38
in_data[301],12.38
in_data[485],12.38
in_data[793],12.38
_0568_,12.36
_1331_,12.36
_1753_,12.3
_0440_,12.28
_0937_,12.28
_1263_,12.24
in_data[161],12.24
in_data[347],12.24
in_data[367],12.24
in_data[439],12.24
in_data[443],12.24
in_data[486],12.24
in_data[540],12.24
in_data[55],12.24
in_data[572],12.24
in_data[612],12.24
in_data[61],12.24
in_data[638],12.24
in_data[70],12.24
in_data[713],12.24
in_data[718],12.24
in_data[817],12.24
in_data[855],12.24
in_data[873],12.24
in_data[876],12.24
in_data[888],12.24
in_data[911],12.24
in_data[955],12.24
in_data[95],12.24
in_data[987],12.24
in_data[991],12.24
in_data[992],12.24
in_data[996],12.24
_1361_,12.185
_1682_,12.18
_1755_,12.18
_2029_,12.18
_0438_,12.16
_1115_,12.16
_1341_,12.16
_1400_,12.16
_1233_,12.14
_2031_,12.12
_0101_,12.08
_1055_,12.04
_2089_,12.04
in_data[457],12.04
net1067,12.02
_2042_,12
_0896_,11.97
_1538_,11.96
_2049_,11.96
_1652_,11.94
_1898_,11.92
in_data[109],11.92
_2166_,11.86
_0482_,11.82
_0903_,11.82
_0689_,11.8
_1952_,11.8
_1248_,11.78
_1433_,11.78
in_data[1002],11.78
in_data[1009],11.78
in_data[1014],11.78
in_data[1018],11.78
in_data[102],11.78
in_data[103],11.78
in_data[134],11.78
in_data[135],11.78
in_data[145],11.78
in_data[146],11.78
in_data[14],11.78
in_data[15],11.78
in_data[171],11.78
in_data[172],11.78
in_data[17],11.78
in_data[180],11.78
in_data[181],11.78
in_data[18],11.78
in_data[199],11.78
in_data[1],11.78
in_data[200],11.78
in_data[204],11.78
in_data[205],11.78
in_data[216],11.78
in_data[221],11.78
in_data[22],11.78
in_data[236],11.78
in_data[266],11.78
in_data[267],11.78
in_data[286],11.78
in_data[287],11.78
in_data[298],11.78
in_data[310],11.78
in_data[315],11.78
in_data[327],11.78
in_data[33],11.78
in_data[340],11.78
in_data[379],11.78
in_data[381],11.78
in_data[384],11.78
in_data[391],11.78
in_data[394],11.78
in_data[40],11.78
in_data[411],11.78
in_data[415],11.78
in_data[418],11.78
in_data[429],11.78
in_data[42],11.78
in_data[442],11.78
in_data[444],11.78
in_data[445],11.78
in_data[464],11.78
in_data[465],11.78
in_data[466],11.78
in_data[470],11.78
in_data[472],11.78
in_data[481],11.78
in_data[48],11.78
in_data[496],11.78
in_data[511],11.78
in_data[517],11.78
in_data[526],11.78
in_data[554],11.78
in_data[558],11.78
in_data[598],11.78
in_data[600],11.78
in_data[635],11.78
in_data[647],11.78
in_data[664],11.78
in_data[668],11.78
in_data[674],11.78
in_data[68],11.78
in_data[69],11.78
in_data[758],11.78
in_data[761],11.78
in_data[771],11.78
in_data[792],11.78
in_data[794],11.78
in_data[810],11.78
in_data[814],11.78
in_data[829],11.78
in_data[82],11.78
in_data[833],11.78
in_data[852],11.78
in_data[865],11.78
in_data[866],11.78
in_data[869],11.78
in_data[875],11.78
in_data[881],11.78
in_data[887],11.78
in_data[918],11.78
in_data[921],11.78
in_data[928],11.78
in_data[930],11.78
in_data[943],11.78
in_data[951],11.78
in_data[965],11.78
_1580_,11.72
_0545_,11.7
_1119_,11.7
_1561_,11.7
out_code[4],11.68
out_code[6],11.68
_1356_,11.66
_0644_,11.64
_0107_,11.62
_2066_,11.6
_2157_,11.6
in_data[189],11.6
_0091_,11.58
_1367_,11.58
_1571_,11.58
_1774_,11.58
_1875_,11.575
_0918_,11.52
_1342_,11.52
_0540_,11.48
_0945_,11.48
_2159_,11.48
in_data[191],11.48
in_data[553],11.48
in_data[632],11.48
in_data[820],11.48
in_data[838],11.48
in_data[92],11.48
in_data[940],11.48
in_data[971],11.48
in_data[99],11.48
_0167_,11.42
_1944_,11.36
_0465_,11.34
_0455_,11.32
in_data[10],11.32
in_data[112],11.32
in_data[158],11.32
in_data[174],11.32
in_data[269],11.32
in_data[276],11.32
in_data[293],11.32
in_data[299],11.32
in_data[369],11.32
in_data[380],11.32
in_data[422],11.32
in_data[507],11.32
in_data[543],11.32
in_data[570],11.32
in_data[599],11.32
in_data[634],11.32
in_data[648],11.32
in_data[653],11.32
in_data[675],11.32
in_data[719],11.32
in_data[797],11.32
in_data[813],11.32
in_data[884],11.32
in_data[894],11.32
in_data[912],11.32
in_data[974],11.32
in_data[98],11.32
in_data[994],11.32
_0072_,11.26
_1037_,11.26
_1315_,11.26
_1986_,11.26
_0536_,11.24
_0841_,11.24
_0868_,11.24
_1138_,11.24
_1059_,11.2
_1351_,11.2
_1659_,11.16
_0565_,11.12
_0863_,11.12
_1306_,11.12
_1339_,11.12
_1498_,11.12
_1611_,11.12
_2051_,11.12
_1996_,11.1
_2030_,11.06
_1279_,11.04
_1719_,11.04
_0296_,11.02
_1885_,11.02
in_data[1013],11.02
in_data[107],11.02
in_data[13],11.02
in_data[160],11.02
in_data[164],11.02
in_data[213],11.02
in_data[244],11.02
in_data[329],11.02
in_data[333],11.02
in_data[338],11.02
in_data[352],11.02
in_data[373],11.02
in_data[392],11.02
in_data[3],11.02
in_data[459],11.02
in_data[514],11.02
in_data[54],11.02
in_data[660],11.02
in_data[743],11.02
in_data[770],11.02
in_data[805],11.02
in_data[933],11.02
in_data[972],11.02
_1803_,10.98
_1757_,10.96
_1151_,10.92
_1321_,10.92
in_data[133],10.91
in_data[159],10.91
in_data[355],10.91
in_data[521],10.91
in_data[643],10.91
in_data[915],10.91
_0333_,10.9
_1197_,10.9
_0710_,10.88
_0262_,10.86
net1071,10.84
_1899_,10.805
_1408_,10.8
_1732_,10.8
_2201_,10.8
_0063_,10.78
_0854_,10.78
_1511_,10.78
_2212_,10.78
_1970_,10.76
_1135_,10.74
_0856_,10.72
_0187_,10.7
_0563_,10.7
_1084_,10.7
_1370_,10.68
in_data[328],10.68
in_data[622],10.68
in_data[661],10.68
in_data[699],10.68
in_data[711],10.68
in_data[766],10.68
in_data[803],10.68
in_data[907],10.68
_0468_,10.66
_1103_,10.66
_1225_,10.66
_1442_,10.66
_1528_,10.66
_1926_,10.66
_2009_,10.66
_1902_,10.6
_0848_,10.58
_1300_,10.58
_1509_,10.58
_2055_,10.58
in_data[2],10.57
in_data[637],10.57
in_data[863],10.57
in_data[223],10.56
in_data[317],10.56
in_data[487],10.56
in_data[538],10.56
in_data[604],10.56
in_data[683],10.56
in_data[749],10.56
in_data[954],10.56
_0320_,10.53
_1655_,10.5
_1462_,10.46
_2067_,10.46
_2177_,10.46
in_data[197],10.45
in_data[288],10.45
in_data[403],10.45
in_data[509],10.45
in_data[546],10.45
in_data[566],10.45
in_data[717],10.45
in_data[733],10.45
in_data[744],10.45
in_data[812],10.45
in_data[825],10.45
in_data[961],10.45
_0444_,10.44
_1068_,10.42
net1053,10.42
_0938_,10.4
_1828_,10.4
_1281_,10.36
_1625_,10.36
_0538_,10.34
_0942_,10.34
_1513_,10.32
_0911_,10.3
_0452_,10.28
_0662_,10.28
_1724_,10.28
_0459_,10.25
_0103_,10.24
_0522_,10.24
in_data[155],10.23
in_data[185],10.23
in_data[206],10.23
in_data[383],10.23
in_data[528],10.23
in_data[581],10.23
in_data[603],10.23
in_data[64],10.23
in_data[799],10.23
in_data[901],10.23
in_data[973],10.23
_0234_,10.22
in_data[559],10.22
in_data[983],10.22
_0508_,10.2
_1271_,10.2
_1424_,10.2
_1693_,10.2
_1887_,10.2
_1153_,10.12
_2209_,10.12
in_data[19],10.11
in_data[215],10.11
in_data[237],10.11
in_data[284],10.11
in_data[28],10.11
in_data[326],10.11
in_data[336],10.11
in_data[350],10.11
in_data[371],10.11
in_data[456],10.11
in_data[510],10.11
in_data[651],10.11
in_data[703],10.11
in_data[782],10.11
in_data[893],10.11
_1545_,10.1
in_data[138],10.1
in_data[167],10.1
in_data[26],10.1
in_data[331],10.1
in_data[577],10.1
in_data[698],10.1
in_data[704],10.1
_0982_,10.08
_1431_,10
_1285_,9.98
_2163_,9.98
out_code[7],9.98
_1327_,9.94
_1596_,9.94
_0827_,9.9
_1973_,9.9
in_data[1016],9.89
in_data[105],9.89
in_data[106],9.89
in_data[490],9.89
in_data[617],9.89
in_data[832],9.89
in_data[885],9.89
_0276_,9.88
_0448_,9.88
_0555_,9.88
_0305_,9.86
_0454_,9.86
_1186_,9.86
_1230_,9.86
_1494_,9.86
_1540_,9.86
_1609_,9.86
_2128_,9.86
_1112_,9.83
_1479_,9.82
_1642_,9.82
_1841_,9.82
net1082,9.82
net1049,9.78
in_data[101],9.77
in_data[1020],9.77
in_data[115],9.77
in_data[124],9.77
in_data[248],9.77
in_data[278],9.77
in_data[289],9.77
in_data[302],9.77
in_data[351],9.77
in_data[53],9.77
in_data[739],9.77
in_data[842],9.77
in_data[850],9.77
in_data[857],9.77
in_data[909],9.76
_2047_,9.74
in_data[919],9.71
_1364_,9.675
_1354_,9.66
_1420_,9.66
_0463_,9.64
_0696_,9.64
_1095_,9.64
in_data[242],9.64
in_data[57],9.64
in_data[695],9.64
_1214_,9.62
_2086_,9.62
_1883_,9.605
_1814_,9.6
in_data[220],9.55
in_data[404],9.55
in_data[624],9.55
in_data[641],9.55
in_data[662],9.55
in_data[827],9.55
in_data[883],9.55
in_data[926],9.55
in_data[93],9.55
_2018_,9.54
in_data[1008],9.53
in_data[149],9.53
in_data[168],9.53
in_data[330],9.53
in_data[477],9.53
in_data[518],9.53
in_data[764],9.53
in_data[969],9.53
_0591_,9.52
_0837_,9.52
_1099_,9.52
_1258_,9.52
_1415_,9.52
_0556_,9.48
_2085_,9.46
_0119_,9.44
_0498_,9.44
_1085_,9.44
_1402_,9.44
_1448_,9.44
_1598_,9.44
_2078_,9.44
in_data[170],9.43
in_data[388],9.43
in_data[412],9.43
in_data[462],9.43
in_data[645],9.43
in_data[747],9.43
in_data[791],9.43
in_data[86],9.43
in_data[925],9.43
_0095_,9.42
_0456_,9.42
_1895_,9.42
out_code[2],9.42
_1833_,9.41
_0528_,9.4
_0839_,9.4
_2054_,9.4
_2134_,9.36
_0150_,9.34
_0924_,9.34
_1984_,9.34
_0145_,9.32
_0442_,9.32
_0908_,9.32
_1568_,9.32
_1602_,9.32
_1681_,9.32
_1716_,9.32
_1863_,9.32
_0175_,9.3
in_data[469],9.3
in_data[702],9.3
in_data[80],9.3
in_data[830],9.3
in_data[966],9.3
_0480_,9.28
_1216_,9.28
_1791_,9.28
_1754_,9.26
_0433_,9.22
in_data[214],9.21
in_data[27],9.21
in_data[416],9.21
in_data[489],9.21
in_data[530],9.21
in_data[587],9.21
in_data[62],9.21
_1308_,9.205
_1323_,9.2
_1686_,9.2
in_data[1010],9.19
in_data[123],9.19
in_data[217],9.19
in_data[671],9.19
in_data[677],9.19
in_data[778],9.19
in_data[839],9.19
in_data[931],9.19
in_data[962],9.19
out_code[1],9.19
_0099_,9.18
_0208_,9.18
in_data[12],9.18
in_data[152],9.18
in_data[188],9.18
in_data[201],9.18
in_data[398],9.18
in_data[633],9.18
in_data[66],9.18
in_data[759],9.18
in_data[841],9.18
in_data[942],9.18
in_data[968],9.18
in_data[977],9.18
in_data[995],9.18
in_data[9],9.18
_0553_,9.16
_1493_,9.16
_1573_,9.16
_0295_,9.14
_1365_,9.14
_2195_,9.14
_1597_,9.1
in_data[117],9.09
in_data[147],9.09
in_data[208],9.09
in_data[251],9.09
in_data[25],9.09
in_data[376],9.09
in_data[545],9.09
in_data[609],9.09
in_data[629],9.09
in_data[685],9.09
in_data[85],9.09
in_data[906],9.09
in_data[959],9.09
_1729_,9.08
_1802_,9.08
_2208_,9.08
_1174_,9.06
_2132_,9.05
_0724_,9.04
_1097_,9.04
_1270_,9.04
_1455_,9.04
_1822_,9.04
_2189_,9.02
_1750_,9
_1127_,8.98
_1129_,8.98
_1435_,8.98
_0635_,8.96
_0912_,8.96
_1935_,8.96
_0179_,8.94
_1467_,8.94
_2213_,8.94
_0191_,8.92
_0887_,8.9
_0917_,8.9
_1562_,8.9
_0104_,8.88
in_data[446],8.87
in_data[529],8.87
in_data[571],8.87
in_data[582],8.87
in_data[628],8.87
in_data[642],8.87
in_data[665],8.87
in_data[673],8.87
in_data[734],8.87
in_data[745],8.87
in_data[785],8.87
in_data[835],8.87
in_data[917],8.87
in_data[997],8.87
_0502_,8.86
_1759_,8.86
in_data[295],8.85
in_data[303],8.85
in_data[356],8.85
in_data[363],8.85
in_data[39],8.85
in_data[534],8.85
in_data[776],8.85
_1475_,8.84
in_data[691],8.84
_0932_,8.83
_0875_,8.82
_1212_,8.82
_1648_,8.78
net1077,8.78
_1748_,8.76
in_data[119],8.75
in_data[144],8.75
in_data[230],8.75
in_data[414],8.75
in_data[450],8.75
in_data[498],8.75
in_data[550],8.75
in_data[708],8.75
in_data[796],8.75
in_data[89],8.75
in_data[936],8.75
in_data[967],8.75
_0373_,8.74
_2191_,8.74
in_data[120],8.72
in_data[131],8.72
in_data[190],8.72
in_data[235],8.72
in_data[238],8.72
in_data[262],8.72
in_data[270],8.72
in_data[285],8.72
in_data[305],8.72
in_data[362],8.72
